filename,patch_no,inval_pixels
MOD021KM.A2000260.0000.061.2017175004738.hdf,0,76
MOD021KM.A2000260.0000.061.2017175004738.hdf,1,54
MOD021KM.A2000260.0000.061.2017175004738.hdf,2,78
MOD021KM.A2000260.0000.061.2017175004738.hdf,3,121
MOD021KM.A2000260.0000.061.2017175004738.hdf,4,111
MOD021KM.A2000260.0000.061.2017175004738.hdf,5,3
MOD021KM.A2000260.0000.061.2017175004738.hdf,6,106
MOD021KM.A2000260.0000.061.2017175004738.hdf,7,47
MOD021KM.A2000260.0000.061.2017175004738.hdf,8,50
MOD021KM.A2000260.0000.061.2017175004738.hdf,9,22
MOD021KM.A2000260.0000.061.2017175004738.hdf,10,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,11,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,12,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,13,16
MOD021KM.A2000260.0000.061.2017175004738.hdf,14,53
MOD021KM.A2000260.0000.061.2017175004738.hdf,15,180
MOD021KM.A2000260.0000.061.2017175004738.hdf,16,56
MOD021KM.A2000260.0000.061.2017175004738.hdf,17,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,18,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,19,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,20,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,21,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,22,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,23,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,24,14
MOD021KM.A2000260.0000.061.2017175004738.hdf,25,7
MOD021KM.A2000260.0000.061.2017175004738.hdf,26,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,27,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,28,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,29,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,30,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,31,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,32,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,33,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,34,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,35,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,36,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,37,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,38,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,39,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,40,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,41,19
MOD021KM.A2000260.0000.061.2017175004738.hdf,42,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,43,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,44,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,45,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,46,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,47,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,48,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,49,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,50,1
MOD021KM.A2000260.0000.061.2017175004738.hdf,51,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,52,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,53,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,54,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,55,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,56,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,57,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,58,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,59,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,60,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,61,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,62,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,63,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,64,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,65,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,66,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,67,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,68,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,69,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,70,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,71,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,72,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,73,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,74,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,75,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,76,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,77,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,78,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,79,4
MOD021KM.A2000260.0000.061.2017175004738.hdf,80,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,81,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,82,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,83,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,84,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,85,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,86,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,87,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,88,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,89,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,90,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,91,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,92,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,93,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,94,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,95,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,96,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,97,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,98,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,99,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,100,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,101,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,102,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,103,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,104,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,105,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,106,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,107,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,108,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,109,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,110,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,111,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,112,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,113,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,114,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,115,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,116,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,117,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,118,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,119,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,0,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,1,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,2,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,3,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,4,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,5,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,6,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,7,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,8,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,9,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,10,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,11,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,12,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,13,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,14,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,15,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,16,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,17,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,18,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,19,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,20,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,21,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,22,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,23,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,24,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,25,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,26,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,27,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,28,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,29,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,30,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,31,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,32,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,33,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,34,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,35,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,36,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,37,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,38,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,39,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,40,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,41,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,42,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,43,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,44,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,45,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,46,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,47,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,48,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,49,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,50,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,51,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,52,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,53,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,54,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,55,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,56,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,57,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,58,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,59,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,60,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,61,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,62,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,63,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,64,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,65,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,66,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,67,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,68,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,69,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,70,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,71,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,72,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,73,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,74,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,75,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,76,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,77,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,78,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,79,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,80,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,81,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,82,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,83,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,84,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,85,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,86,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,87,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,88,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,89,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,90,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,91,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,92,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,93,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,94,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,95,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,96,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,97,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,98,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,99,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,100,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,101,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,102,0
MOD021KM.A2004069.2210.061.2017199031829.hdf,103,0
